date,400,500,600,800,1000,1200,1400,1500,1600,1800,1900,2000,2050,2100,2150,2200,2250,2300,2325,2350,2375,2400,2425,2450,2475,2500,2525,2550,2575,2600,2625,2650,2675,2700,2725,2750,2775,2800,2825,2850,2875,2900,2925,2950,2975,3000,3050,3100,3150,3200,3250,3300,3350,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4800,5000,5200,5500,6000,6500,7000,7500,8000,8500,9000,9500,10000,11000,12000,13000,14000,15000,20000
2024-11-07,,,,,,,,,,,,,1.6705,1.5921,1.5883,1.3719999999999999,1.2573,1.2570000000000001,1.2486,1.2478,1.2462,1.246,1.246,1.2453,1.2451999999999999,1.2437,1.1752,1.041,1.0409,1.0409,1.0409,1.0409,1.0409,1.0403,1.0342,0.9295,0.7917000000000001,0.711,0.6784,0.6731,0.7295999999999999,0.8051,0.8875,0.9157,,1.1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-08,,,,,,,,2.5173,,,1.9077000000000002,1.7080000000000002,,1.7065000000000001,,1.6601,,1.431,,1.3818000000000001,,1.251,,1.1406999999999998,,1.0605,,0.9732,,0.8923000000000001,,0.7970999999999999,,0.7293000000000001,,0.6912999999999999,,0.6823,,,,0.7245,,,,0.8059999999999999,,0.9104000000000001,,1.0531,,,,1.2628,1.3952,1.5591,,1.7588,,1.7875999999999999,,,,,1.7881,,,1.7881,,,1.7881,,1.7881,,1.7881,,,,,,,,,,
2024-11-09,,,,,,,,,,,,,,,,1.3547,1.2416,1.1771,,1.1398000000000001,,1.0547,,1.0,0.9656,0.9284,0.8941,0.8640000000000001,0.8201999999999999,0.797,0.7687,0.7431,0.7212000000000001,0.7033,0.6912,0.6854,0.6838,0.6831999999999999,0.6840999999999999,0.6901999999999999,0.6984,0.7065,0.7111,0.7251000000000001,0.7359,0.7476999999999999,0.775,0.799,0.8315,0.8668,0.9043000000000001,0.9373,0.9843999999999999,1.0127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-15,,,,,,,,,,1.2658,,1.0461,,0.9518000000000001,,0.8665,,0.7798999999999999,,0.7404999999999999,,0.7041,,0.6739,,0.6509999999999999,,0.6345000000000001,,0.6194,,0.6127,,0.6099,,0.6091,,0.6135,,0.6192,,0.626,,,,0.6426999999999999,,0.6634,,0.6844,,,,0.7426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-22,,,,,,,,,,1.0327,,0.8697,,0.8025,,0.7421,0.7139,0.6861,,0.6659999999999999,,0.6502,,0.6338,,0.6221,,0.6114999999999999,,0.6047,,0.6017,,0.5992000000000001,,0.599,,0.6004,,0.6038,,0.6088,,0.6111,,0.617,,0.6269,,0.6373,,0.6495000000000001,,0.6651,,0.6967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-29,,,,,1.508,,,1.1229,,0.9187000000000001,,0.7978000000000001,,0.7476999999999999,,0.7028,,0.6653,,,,0.6364,,,,0.6167,,,,0.6057,,,,0.6002000000000001,,,,0.6002000000000001,,,,0.605,,,,0.6096,,,,0.6242,,,,0.6413,0.6485,,,,,0.7116,,,,,0.7907,,,0.8364,,,,,,,,,,,,,,,,,
2024-12-27,1.9147999999999998,,1.5499,1.3291,1.1729,1.026,0.9165000000000001,0.8698999999999999,0.8240999999999999,0.7526999999999999,0.7243999999999999,0.6958,,0.6729,,0.6529,,0.6379,,,,0.6265,,,,0.6204,,,,0.6165999999999999,,,,0.6147,,,,0.6146,,,,0.6161,,,,0.6178,,0.6206,,0.6238,,0.6265999999999999,,0.6295000000000001,0.6323,0.6356,0.6393,0.6437999999999999,0.648,0.654,0.6593000000000001,0.6645,0.6709,0.6779000000000001,0.6854,0.6906,0.7058,0.7218000000000001,0.7376,0.7615000000000001,0.8045,0.8465,0.8802,0.8994,0.9528,0.9819,1.0073,1.0459,1.0742,,1.2526000000000002,,,1.4206999999999999,1.6006
2025-01-31,,,,,0.9747,,,0.7714,,0.6945,,0.6587000000000001,,,,0.6347999999999999,,0.6277,,,,0.6234000000000001,,,,0.6209,,,,0.6194,,,,0.6187,,,,0.6186,,,,0.6196,,,,0.6213000000000001,,0.623,,0.6248,,,,0.6286999999999999,0.6307,0.633,,,,0.6435,,,,,0.6583,,,0.6746,,,,,,,,,,,,,,,,,
2025-03-28,,,,,0.8412000000000001,,,0.7204,,0.6701999999999999,,0.6489,,,,0.6361,,,,,,0.6295000000000001,,,,0.6279,,,,0.6269,,,,,,,,0.6271,,,,,,,,0.6308,,,,0.6336999999999999,,0.6349,,0.6362,0.6375,0.6391,0.6406000000000001,0.642,,0.6452,,0.6489,,0.6529,0.6551,0.6574,0.6625,0.6670999999999999,,0.6820999999999999,0.6977,0.711,0.7298,0.7468,0.765,,0.7968999999999999,,0.828,0.8518000000000001,0.8713,,,0.937,
2025-06-27,,,,,0.7626000000000001,,,0.679,,0.6487999999999999,,0.6375,,,,0.6325999999999999,,,,,,0.6314,,,,0.6313,,,,0.6312,,,,,,,,0.6319,,,,,,,,0.6331,,,,0.6353,,,,0.6383,0.6396999999999999,0.6411,,0.6441,,0.6464,,0.6498,,,0.6551,,,0.6636,,0.6720999999999999,0.6815000000000001,0.6912,0.701,0.7106999999999999,0.7214,,0.743,,0.7636,0.7792,0.7978000000000001,0.8173999999999999,0.8331999999999999,0.8493999999999999,
2025-09-26,,0.8786,,,0.7333,,,0.6673,,,,0.6406999999999999,,,,0.6375,,,,,,0.6354,,,,,,,,0.6353,,,,,,,,0.6362,,,,,,,,0.6396000000000001,,,,0.6409999999999999,,,,0.6431999999999999,0.6439,,,,,0.6494,,,,,0.655,,,0.6611,,0.6674,0.6731,,0.6808,,0.6957,,,,,,,,,,
